mmsi,type,type_specific,name,country_iso
563186700,Tanker,LNG Tanker,ENERGY SPIRIT,SG
563183100,Cargo,Ro-Ro Cargo,LEEVSTEN,SG
563180200,Tanker,LNG Tanker,HOEGH GIANT,SG
563177400,Tanker - Hazard D (Recognizable),LNG Tanker,DAPENG PRINCESS,SG
563176700,Cargo,Bulk Carrier,ORIENT PEONY,SG
563165200,Cargo - Hazard A (Major),Container Ship,MAERSK SHEKOU,SG
563164100,,,,
563161500,,,,
563160900,,,,
563159600,Cargo,Bulk Carrier,ISEACO GRACE,SG
563155800,Cargo - Hazard A (Major),Container Ship,ATLANTIC GENEVA,SG
563155700,Cargo,Bulk Carrier,PROPEL SUCCESS,SG
563153400,Tanker,Crude Oil Tanker,HAFNIA EXCEL,SG
563143700,Cargo - Hazard B,Container Ship,ATLANTIC MERCHANT,SG
563141600,Cargo,Container Ship,X PRESS KAVERI,SG
563131500,Cargo - Hazard B,Container Ship,ONE MANCHESTER,SG
563122300,Cargo - Hazard B,Container Ship,X PRESS SAGARMALA,SG
563117900,Tanker - Hazard A (Major),Oil or Chemical Tanker,RHAPSODY,SG
563114800,Cargo,Bulk Carrier,HSL CHICAGO,SG
563102100,Cargo,Container Ship,GREEN SEA,SG
563096300,Tanker,Oil or Chemical Tanker,HELENE MAERSK,SG
563090600,Tanker,Oil or Chemical Tanker,MTM VANCOUVER,SG
563089400,Tanker - Hazard D (Recognizable),LNG Tanker,BW BRUSSELS,SG
563082400,Tanker - Hazard D (Recognizable),LNG Tanker,BW PAVILION ARANDA,SG
563077600,Tanker,Oil or Chemical Tanker,FAIRCHEM VALOR,SG
563076200,Cargo - Hazard D (Recognizable),Container Ship,MAERSK GATESHEAD,SG
563075400,,,,
563074600,Tanker,Oil Products Tanker,EAGLE BRASILIA,SG
563074500,,,,
563069500,Tanker - Hazard A (Major),LNG Tanker,MARVEL KITE,SG
563061100,Tanker - Hazard B,Oil or Chemical Tanker,CHEMICAL ENTERPRISE,SG
563056800,Passenger,Passenger,MEGA REGINA,SG
563054200,Tanker,Oil or Chemical Tanker,MTM KOBE,SG
563052000,Tanker,Oil or Chemical Tanker,ELISALEX SCHULTE,SG
563047500,Tanker,Crude Oil Tanker,TORM HERMIA,SG
563045300,Tanker,Crude Oil Tanker,EAGLE BARCELONA,SG
563044300,Cargo - Hazard A (Major),Container Ship,MAERSK NAIROBI,SG
563035200,,,,
563024600,Cargo - Hazard A (Major),Container Ship,MIMMI SCHULTE,SG
563022600,Tanker,Oil or Chemical Tanker,SWAN PRIDE,SG
549000199,Sailing Vessel,Sailing Vessel,MATHILDA SOUND,
548944000,Tanker,Oil or Chemical Tanker,CONDOR TRADER,PH
548937000,Cargo,Bulk Carrier,HAMBURG PEARL,PH
548911000,,,,
548705000,Other,Oil or Chemical Tanker,EVA MANILA,PH
544176120,,,,
540021460,,,,
540002900,Sailing Vessel,Sailing Vessel,IEMANJA,NC
538080046,Pleasure Craft,Yacht,PERLE BLEUE,MH
538072039,Pleasure Craft,Yacht,NORTH SEA,MH
538072012,Pleasure Craft,Yacht,GAUDEAMUS II,MH
538072001,Pleasure Craft,Pleasure Craft,MYKO FETCH,MH
538071981,Pleasure Craft,Pleasure Craft,JIVA,MH
538071976,,,,
538071962,Pleasure Craft,Pleasure Craft,BUONGIORNO PICCOLO,MH
538071958,Passenger,Passenger,H2O,MH
538071956,Pleasure Craft,Pleasure Craft,MYKO SHADOW,MH
538071954,Pleasure Craft,Yacht,EUPHORIA II,MH
538071918,,,,
538071898,Pleasure Craft,Yacht,OLIVIA,MH
538071885,Pleasure Craft,Yacht,KIJO,MH
538071873,Pleasure Craft,Pleasure Craft,OCTAVE,MH
538071859,Pleasure Craft,Pleasure Craft,BUONGIORNO,MH
538071854,Pleasure Craft,Yacht,ENTOURAGE,MH
538071838,Pleasure Craft,Pleasure Craft,SUNRISE,MH
538071823,Pleasure Craft,Pleasure Craft,YNOT,MH
538071818,Pleasure Craft,Pleasure Craft,COOL,MH
538071800,Pleasure Craft,Pleasure Craft,LITTLE CORAL,MH
538071773,Pleasure Craft,Yacht,EVEREAST,MH
538071768,Pleasure Craft,Pleasure Craft,S7 01,MH
538071749,Pleasure Craft,Yacht,MYKO,MH
538071738,Pleasure Craft,Pleasure Craft,OHANA,MH
538071730,Pleasure Craft,Pleasure Craft,S7,MH
538071728,Pleasure Craft,Pleasure Craft,MY FANDANGO,MH
538071725,Cargo,Yacht,ROCKET ONE,MH
538071690,Pleasure Craft,Yacht,WATERCOLOURS,MH
538071689,Pleasure Craft,Yacht,SAMIRA,MH
538071664,Pleasure Craft,Pleasure Craft,MODUS,MH
538071648,Pleasure Craft,Yacht,RAMBLE ON,MH
538071639,Pleasure Craft,Pleasure Craft,TT FLYING MANTA,MH
538071622,Pleasure Craft,Pleasure Craft,AGATA,MH
538071617,Pleasure Craft,Yacht,SEA LION,MH
538071601,Pleasure Craft,Pleasure Craft,MYTH,MH
538071592,Pleasure Craft,Yacht,D ONE,MH
538071562,Pleasure Craft,Yacht,QUEEN AIDA,MH
538071556,Pleasure Craft,Pleasure Craft,DARYA,MH
538071550,Pleasure Craft,Yacht,M55,MH
538071547,Pleasure Craft,Pleasure Craft,TT EILEEN,MH
538071542,Pleasure Craft,Yacht,OLOKUN,MH
538071497,Pleasure Craft,Pleasure Craft,MIMTEE,MH
538071436,Pleasure Craft,Yacht,LEGEND,MH
538071410,Pleasure Craft,Yacht,MADSUMMER,MH
538071396,Pleasure Craft,Yacht,ANDREA,MH
538071386,Pleasure Craft,Yacht,NO DESTINATION,MH
538071368,Pleasure Craft,Yacht,SAMSARA,MH
538071354,Pleasure Craft,Yacht,SORRENTO,MH
538071332,Pleasure Craft,Yacht,I.J.E,MH
538071319,Pleasure Craft,Yacht,BELLA II,MH
538071318,Pleasure Craft,Yacht,QUINTA ESSENTIA,MH
538071302,Pleasure Craft,Yacht,GENESIS,MH
538071296,Pleasure Craft,Yacht,PISCES,MH
538071291,Pleasure Craft,Yacht,LIONESS V,MH
538071251,Pleasure Craft,Yacht,LAURENTIA,MH
538071243,Pleasure Craft,Yacht,KHALILAH,MH
538071210,Sailing Vessel,Sailing Vessel,SORCERESS,MH
538071192,Pleasure Craft,Yacht,SAVANNAH,MH
538071191,Pleasure Craft,Yacht,EXPLORA,MH
538071179,Pleasure Craft,Yacht,FLYING MANTA,MH
538071163,Pleasure Craft,Yacht,CORAL OCEAN,MH
538071109,Sailing Vessel,Sailing Vessel,PROTEUS,MH
538071106,Pleasure Craft,Yacht,KATINA,MH
538071072,Pleasure Craft,Yacht,BOLD,MH
538071066,Pleasure Craft,Yacht,QUEEN MIRI,MH
538071000,Pleasure Craft,Pleasure Craft,O,MH
538070951,Pleasure Craft,Yacht,ODESSA II,
538070921,Pleasure Craft,Yacht,ODYSSEY,MH
538070869,Pleasure Craft,Yacht,BATELLO,MH
538070847,Pleasure Craft,Pleasure Craft,SIRIUS,MH
538070845,Pleasure Craft,Yacht,EILEEN,MH
538070823,Pleasure Craft,Pleasure Craft,GAEA,MH
538070468,Pleasure Craft,Pleasure Craft,LIBERTA,MH
538070436,Pleasure Craft,Yacht,QUEEN MAVIA,MH
538070231,Pleasure Craft,Pleasure Craft,TOTO,MH
538070070,Pleasure Craft,Yacht,TRITON,MH
538010642,Tanker,Oil or Chemical Tanker,SKYLIGHT,MH
538010513,Tanker,Crude Oil Tanker,NISSOS DELOS,MH
538010485,Cargo,Container Ship,VENTO DI BORA,MH
538010465,Tanker,Oil or Chemical Tanker,STI MYTHIC,MH
538010464,Tanker,Oil or Chemical Tanker,STI MARVEL,MH
538010441,Cargo,Bulk Carrier,NEVER ON SUNDAY,MH
538010400,Cargo,Vehicles Carrier,GRAND URANUS,MH
538010349,Cargo,Bulk Carrier,FEDERAL KIBUNE,MH
538010262,Tanker,Oil or Chemical Tanker,CHEMICAL FRONTIER,MH
538010257,Tanker,Crude Oil Tanker,ALICANTE,MH
538010255,Tanker,Crude Oil Tanker,VILAMOURA,MH
538010209,Tanker,Oil or Chemical Tanker,EASTERLY JUPITER,MH
538010201,Cargo,Bulk Carrier,LOWLANDS SUN,MH
538010106,Cargo,Bulk Carrier,YASA ROSE,MH
538010016,,,,
538010007,Cargo,Bulk Carrier,VEGA EVEREST,MH
538009952,Passenger,Passenger Ship,VISTA,MH
538009935,,,,
538009923,Cargo,Vehicles Carrier,NEPTUNE AVRA,MH
538009920,Cargo,Bulk Carrier,ANTIGONI FORCE,MH
538009893,,,,
538009858,Cargo,Bulker,MARO MARO,MH
538009850,Tanker,Crude Oil Tanker,SEA VALIANT,MH
538009819,,,,
538009727,Cargo,Vehicles Carrier,VIKING BRAVERY,MH
538009723,,,,
538009698,Cargo,General Cargo,ASH ADRIATIC,MH
538009666,,,,
538009549,Tanker,Oil or Chemical Tanker,EASTERLY BEECH GALAXY,MH
538009532,Tanker - Hazard B,Oil or Chemical Tanker,OCTONAUT,MH
538009511,Tanker - Hazard B,Oil or Chemical Tanker,FAIRCHEM FYNBOS,MH
538009509,Tanker,Oil or Chemical Tanker,ORCHID KEFALONIA,MH
538009491,,,,
538009489,Cargo - Hazard C (Minor),Container Ship,MORAGA,MH
538009487,Tanker,Crude Oil Tanker,YASA POLARIS,MH
538009476,,,,
538009439,Cargo,General Cargo,ALEXIA I,MH
538009410,,,,
538009408,Cargo,Bulk Carrier,FLAGSHIP,MH
538009259,,,,
538009247,Tanker,Crude Oil Tanker,PERSEUS STAR,MH
538009201,Tanker,Crude Oil Tanker,PACIFIC JADE,MH
538009199,Tanker,Crude Oil Tanker,PACIFIC DIAMOND,MH
538009118,,,,
538009063,Cargo,Bulk Carrier,GOLDEN FROST,MH
538009058,Tanker,LNG Tanker,FLEX VOLUNTEER,MH
538009028,Tanker - Hazard A (Major),LNG Tanker,GLOBAL STAR,MH
538009005,Cargo,Bulk Carrier,HYDRA DAWN,MH
538008947,Tanker,Crude Oil Tanker,CAPE BENAT,MH
538008918,Tanker,Crude Oil Tanker,NISSOS KOUFONISSI,MH
538008915,Tanker,Crude Oil Tanker,NISSOS SIKINOS,MH
538008904,Tanker,Oil or Chemical Tanker,BOSPOROS,MH
538008816,Tanker,LNG Tanker,FLEX ARTEMIS,MH
538008785,Tanker,Crude Oil Tanker,ARCHANGEL,MH
538008784,Tanker,Crude Oil Tanker,ALASKA,MH
538008764,Tanker,LNG Tanker,FLEX AURORA,MH
538008756,Cargo - Hazard B,Container Ship,SYNERGY ANTWERP,MH
538008714,,,,
538008709,,,,
538008604,Tanker - Hazard B,Crude Oil Tanker,BLUE MOON,MH
538008478,,,,
538008427,,,,
538008415,Tanker,Oil Products Tanker,DUCHESS OF DORIA,MH
538008385,Cargo,General Cargo,STAR TOSCANA,MH
538008384,Tanker,Crude Oil Tanker,V.PROSPERITY,MH
538008370,,,,
538008349,,,,
538008302,Cargo,General Cargo,ROBUSTA,MH
538008294,Cargo,General Cargo,GRANDIS,MH
538008210,Cargo,Bulk Carrier,QUEEN,MH
538008193,Passenger,Passenger,SUZANA TIDE,MH
538008192,Passenger,Passenger,PATRICIA TIDE,MH
538008157,Tanker,Crude Oil Tanker,PROMETHEUS ENERGY,MH
538008134,Cargo,Container Ship,CAP SAN LAZARO,MH
538008133,Cargo - Hazard A (Major),Container Ship,CAP SAN VINCENT,MH
538008132,Cargo - Hazard A (Major),Container Ship,CAP SAN JUAN,MH
538008129,Cargo,Bulk Carrier,GENCO LIBERTY,MH
538008084,Tanker,Crude Oil Tanker,IONIC ARTEMIS,MH
538008079,Tanker - Hazard B,Oil or Chemical Tanker,FAIRCHEM MAKO,MH
538008006,Cargo,Bulk Carrier,FEDERAL DEE,MH
538007990,Cargo,General Cargo,NAVIN EAGLE,MH
538007989,Cargo,General Cargo,NAVIN HARRIER,MH
538007988,Cargo,General Cargo,NAVIN VULTURE,MH
538007987,Cargo,General Cargo,NAVIN HAWK,MH
538007986,Cargo,General Cargo,NAVIN FALCON,MH
538007981,Cargo,Bulk Carrier,NIKGENIOUS,MH
538007960,Tanker,Oil Products Tanker,NAVIG8 PROMISE,MH
538007932,Tanker,Oil or Chemical Tanker,FAIRCHEM FORTE,MH
538007832,Tanker - Hazard B,Oil or Chemical Tanker,CHEM SELENIUM,MH
538007825,Tanker,Crude Oil Tanker,SEACHARM,MH
538007683,Cargo - Hazard A (Major),Container Ship,CONSTANTINOS P II,MH
538007680,Cargo,Container Ship,MELINA,MH
538007673,Passenger,Passenger Ship,SEVEN SEAS SPLENDOR,MH
538007655,Cargo,General Cargo,STAR DALMATIA,MH
538007654,Tanker,Crude Oil Tanker,SEA GARNET,MH
538007640,,,,
538007533,,,,
538007477,Cargo,Container Ship,HYUNDAI BRAVE,MH
538007439,Cargo,Vehicles Carrier,GLOVIS SKY,MH
538007438,Cargo,Vehicles Carrier,GLOVIS SAFETY,MH
538007404,,,,
538007387,Cargo,Bulk Carrier,ATROMITOS L,MH
538007376,Tanker - Hazard A (Major),Crude Oil Tanker,SEACALM,MH
538007363,Tanker,Oil or Chemical Tanker,PACIFIC DEBBIE,MH
538007299,Tanker - Hazard B,Oil or Chemical Tanker,FAIRCHEM SABRE,MH
538007250,Cargo,Vehicles Carrier,MORNING PROSPERITY,MH
538007249,Cargo,Vehicles Carrier,MORNING PEACE,MH
538007204,Tanker,Oil or Chemical Tanker,GWEN,MH
538007135,,,,
538006893,Tanker - Hazard C (Minor),Oil or Chemical Tanker,CHEM STELLAR,MH
538006842,Passenger,Passenger Ship,SIRENA,MH
538006821,Tanker,Oil or Chemical Tanker,IVER AMBASSADOR,MH
538006807,Tanker,Oil or Chemical Tanker,MARIE C,MH
538006772,Tanker,Crude Oil Tanker,FRONT JAGUAR,MH
538006708,,,,
538006701,Tanker,Crude Oil Tanker,LOIRE,MH
538006517,Tanker,Crude Oil Tanker,OLYMPIC SKY,MH
538006462,Cargo,Bulk Carrier,BOBIC,MH
538006411,Cargo,Bulk Carrier,MACKENZIE,MH
538006248,Cargo,General Cargo,GOYNUK,MH
538006224,Tanker,Crude Oil Tanker,FRONT BRAGE,MH
538006210,,,,
538006207,Other,Container Ship,HOPE ISLAND,MH
538006201,Tanker,Crude Oil Tanker,ADVANTAGE SUN,MH
538006200,Tanker,Crude Oil Tanker,ADVANTAGE SOLAR,MH
538006199,Tanker,Crude Oil Tanker,AMAX ANTHEM,MH
538006174,Cargo,Bulk Carrier,AP DUBRAVA,MH
538006130,Tanker,Oil or Chemical Tanker,ARDMORE SEAFOX,MH
538006102,,,,
538006053,Tanker,Oil or Chemical Tanker,ARDMORE DAUNTLESS,MH
538005965,,,,
538005959,Cargo,Container Ship,JAMAICA EXPRESS,MH
538005958,Cargo,Container Ship,ALEXIS,MH
538005955,,,,
538005847,,,,
538005844,Cargo: Hazardous category A,Container,AL MASHRAB,MH
538005843,,,,
538005842,,,,
538005840,,,,
538005838,,,,
538005836,Tanker,Oil or Chemical Tanker,STI BLACK HAWK,MH
538005783,Tanker - Hazard B,Oil or Chemical Tanker,HAFNIA ARAGONITE,MH
538005708,Cargo,Bulk Carrier,TOMINI LEVANT,MH
538005695,Cargo,Bulk Carrier,TOMINI SOLANO,MH
538005657,Cargo,Vehicles Carrier,DONG A GLAUCOS,MH
538005567,Tanker,Crude Oil Tanker,FRONT ULL,MH
538005501,Tanker,Crude Oil Tanker,KRITI VIGOR,MH
538005452,Cargo,Vehicles Carrier,MORNING POST,MH
538005409,Tanker,Oil or Chemical Tanker,STI ROTHERHITHE,MH
538005400,Tanker,Oil or Chemical Tanker,STI FULHAM,MH
538005356,Tanker,Oil Products Tanker,ETERNAL SUNSHINE,MH
538005355,Tanker - Hazard B,Oil or Chemical Tanker,NO.5 OCEAN PIONEER,MH
538005272,Cargo,Bulk Carrier,AERIKO,MH
538005249,Tanker,Oil or Chemical Tanker,ARDMORE SEAVANGUARD,MH
538005232,Cargo,Vehicles Carrier,MORNING CAPO,MH
538005201,Tanker,Oil Products Tanker,P. LONG BEACH,MH
538005120,,,,
538005072,Tanker - Hazard D (Recognizable),LNG Tanker,YENISEI RIVER,MH
538005064,Cargo - Hazard A (Major),Container Ship,RACHEL BORCHARD,MH
538005048,Cargo,General Cargo,DELICATA,MH
538005039,Cargo,Container Ship,CACHALOT,MH
538005024,Cargo - Hazard C (Minor),Container Ship,RUTH BORCHARD,MH
538004997,Cargo,General Cargo,CITRIODORA,MH
538004993,,,,
538004976,Tanker,LNG Tanker,KOOL ICE,MH
538004934,Tanker,Crude Oil Tanker,SEAWAYS REDWOOD,MH
538004915,,,MT.VICTORY,
538004914,Cargo,Container Ship,COSTA RICA EXPRESS,MH
538004913,Cargo,Container Ship,PANAMA EXPRESS,MH
538004912,Cargo - Hazard A (Major),Container Ship,NICARAGUA EXPRESS,MH
538004911,Cargo - Hazard C (Minor),Container Ship,COLOMBIA EXPRESS,MH
538004890,Cargo,Bulk Carrier,VIGOROUS,MH
538004844,Cargo,General Cargo,BRASSIANA,MH
538004759,Cargo,Vehicles Carrier,VALIANT ACE,MH
538004720,Cargo,General Cargo,ARBORELLA,MH
538004697,Cargo,Vehicles Carrier,EMERALD ACE,MH
538004508,Tanker,Crude Oil Tanker,ALTAI,MH
538004487,Tanker,Crude Oil Tanker,DECATHLON,MH
538004443,Cargo,General Cargo,DEVBULK ALARA,MH
538004416,Cargo,General Cargo,HYUNDAI ANTWERP,MH
538004353,Passenger,Passenger Ship,RIVIERA,MH
538004329,,,,
538004283,Tanker,Tanker,NORTHERN LIGHT,MH
538004244,Cargo,Bulk Carrier,FEDERAL SHIMANTO,MH
538004189,,,,
538004034,Tanker,Crude Oil Tanker,SEAWAYS COLORADO,MH
538003850,Tanker - Hazard A (Major),Oil or Chemical Tanker,UACC MANSOURIA,MH
538003828,Tanker,Oil or Chemical Tanker,PORTOLA,MH
538003668,Passenger,Passenger Ship,MARINA,MH
538003601,Tanker,Crude Oil Tanker,PENTATHLON,MH
538003580,Cargo - Hazard B,Container Ship,CAPE MALE,MH
538003526,Tanker,Crude Oil Tanker,DUBAI GLAMOUR,MH
538003481,Tanker,Oil or Chemical Tanker,ORCHID MADEIRA,MH
538003460,Tanker,Oil or Chemical Tanker,MAGIC STAR,MH
538003432,,,,
538003215,,,,
538003142,Passenger,Passenger,MT CARP,MH
538003004,Cargo,Bulk Carrier,GLADIATOR,MH
538002869,Tanker,Tanker,23893,MH
538002844,Tanker,Crude Oil Tanker,YASA GOLDEN MARMARA,MH
538002815,Tanker - Hazard A (Major),Oil or Chemical Tanker,EL ZORRO,MH
538002583,,,,
538002570,Cargo,Bulk Carrier,GENCO AUVERGNE,MH
538001665,Passenger,Passenger Ship,NAUTICA,MH
538001657,Cargo,Vehicles Carrier,SUNBELT SPIRIT,MH
538001652,Cargo,Container Ship,HARRISON,MH
538001582,Other,Cable Layer,RESPONDER,MH
533132705,Pleasure Craft,Pleasure Craft,KARIBU,MY
533132286,Other,Yacht,NAVIS ONE,MY
518998920,Pleasure Craft,Pleasure Craft,LEILANI,CK
518998901,,,,
518998801,Pleasure Craft,Pleasure Craft,TT1 LA FAMILIA,CK
518998616,Sailing Vessel,Sailing Vessel,NONESUCH,CK
518998609,Pleasure Craft,Yacht,ENIGMA,CK
518998598,Pleasure Craft,Houseboat,FANTASEA,CK
518998580,Pleasure Craft,Yacht,MIRASOL,CK
518998554,Pleasure Craft,Yacht,FREEMONT,CK
518998436,Pleasure Craft,Pleasure Craft,VR III,CK
518998407,Pleasure Craft,Pleasure Craft,DOLCE VITA,CK
518998340,Port Tender,Port Tender,GATTO VELOCE,CK
518998249,Pleasure Craft,Yacht,PROMETEJ,CK
518998179,Pleasure Craft,Yacht,PHOENIX,CK
518998020,Pleasure Craft,Pleasure Craft,INVICTUS,CK
518600000,Sailing Vessel,Sailing Vessel,LIMITLESS,CK
518266000,Pleasure Craft,Pleasure Craft,PASSIONATA,CK
518101029,Reserved,Reserved,ARES,CK
518101009,Pleasure Craft,Yacht,RASHA,CK
518100736,Pleasure Craft,Yacht,AL WAAB,CK
518100505,Pleasure Craft,Pleasure Craft,EL STEFANY,CK
518100494,Pleasure Craft,Pleasure Craft,MELT,CK
518100383,Pleasure Craft,Pleasure Craft,MONKEYFISH,CK
518100219,Passenger,Yacht,BLEU DE NIMES,CK
518100160,Pleasure Craft,Yacht,SERENITY,CK
512201020,Pleasure Craft,Pleasure Craft,GIOIA 26,NZ
512010565,Sailing Vessel,Sailing Vessel,WAYFINDER,NZ
512010406,Sailing Vessel,Sailing Vessel,WAKALELE,NZ
512009756,Sailing Vessel,Sailing Vessel,KAYA,NZ
512009436,Pleasure Craft,Pleasure Craft,LILIKOI,NZ
512008113,Sailing Vessel,Sailing Vessel,OBELIX,NZ
511101234,Cargo,General Cargo,LARISSA 1,PW
511101134,Pleasure Craft,Pleasure Craft,OID,PW
511101042,Cargo,General Cargo,SAFI M,PW
511100987,Cargo,General Cargo,OCMIS RISE,PW
511100964,Pleasure Craft,Pleasure Craft,D Y,PW
511100842,Tanker,Oil or Chemical Tanker,GOGLAND,PW
511100706,Sailing Vessel,Sailing Vessel,PHOENIX,PW
511100691,Pleasure Craft,Pleasure Craft,PITERLAND II,PW
511100648,Pleasure Craft,Pleasure Craft,COLONO,PW
511100588,Cargo - Hazard B,General Cargo,EVANGELIA,PW
511100505,Cargo,Cargo or Containership,MERIC,PW
511100437,Cargo,Cargo or Containership,OCMIS ADVENTURE,PW
503792600,Sailing Vessel,Sailing Vessel,BLACK JACK,AU
503486500,Pleasure Craft,Yacht,MOATIZE,AU
503153220,Sailing Vessel,Sailing Vessel,MANAIA,AU
503151430,Pleasure Craft,Pleasure Craft,SAINT HELENA,AU
503151090,Sailing Vessel,Sailing Vessel,PRISCILLA,AU
503150170,Sailing Vessel,Sailing Vessel,LIBERO,AU
503149370,Sailing Vessel,Sailing Vessel,LA FLANEUSE,AU
503149190,Sailing Vessel,Sailing Vessel,RAYS OF SON,AU
503149040,Sailing Vessel,Sailing Vessel,SOLEIL,AU
503148030,Sailing Vessel,Sailing Vessel,SERENDIPITY,AU
503147440,Pleasure Craft,Pleasure Craft,KOOKABURRA,AU
503146290,Pleasure Craft,Pleasure Craft,IRINI,AU
503145410,Sailing Vessel,Sailing Vessel,LUMEAH,AU
503135470,Sailing Vessel,Sailing Vessel,KALUMBURU,AU
503134530,Pleasure Craft,Pleasure Craft,WABI SABI I,AU
503124490,Sailing Vessel,Sailing Vessel,O2,AU
503103430,Sailing Vessel,Sailing Vessel,ABBY ROSE,AU
503101710,Sailing Vessel,Sailing Vessel,CARAMEL,AU
503099030,Sailing Vessel,Sailing Vessel,MARLEY,AU
503082960,Sailing Vessel,Sailing Vessel,WATER SPRITE,AU
503081640,Sailing Vessel,Sailing Vessel,BALENA,AU
503080860,Sailing Vessel,Sailing Vessel,PACHA,AU
503057840,Sailing Vessel,Sailing Vessel,FOUR SEASONS IV,AU
503052990,Pleasure Craft,Pleasure Craft,LIVING THE DREAM,AU
503044580,Sailing Vessel,Sailing Vessel,CARA,AU
477973000,,,,
477932400,Tanker,Oil or Chemical Tanker,BOCHEM MUMBAI,HK
477878000,,,,
477867900,Cargo - Hazard A (Major),Container Ship,ONE FRONTIER,HK
477867800,Cargo - Hazard D (Recognizable),Container Ship,ONE FRUITION,HK
477857000,Passenger,Passenger,MEGA REGINA,HK
477856800,Cargo - Hazard A (Major),Container Ship,ONE FRIENDSHIP,HK
477854900,Cargo,Bulk Carrier,QING QUAN SHAN,HK
477850700,Cargo,General Cargo,CARIBBEAN HARMONY,HK
477850500,Cargo - Hazard A (Major),Container Ship,DELPHIS GDANSK,HK
477850400,Cargo,Bulk Carrier,FENG MAO HAI,HK
477850300,Cargo,Bulk Carrier,AN DING HAI,HK
477846600,Cargo - Hazard A (Major),Container Ship,ONE FREEDOM,HK
477818000,Cargo,General Cargo,SAGA CREST,HK
477798800,Tanker,Oil or Chemical Tanker,CS HU BEI,HK
477795300,Cargo,Container Ship,COSCO GLORY,HK
477790300,Cargo,General Cargo,PACIFIC HARMONY,HK
477776100,Cargo - Hazard A (Major),Container Ship,SEASPAN GANGES,HK
477768100,Cargo - Hazard D (Recognizable),Container Ship,XIN BEIJING,HK
477765600,Cargo,General Cargo,J CHEN,HK
477764400,Cargo,Bulk Carrier,HORIZON JADE,HK
477738700,Cargo - Hazard D (Recognizable),Container Ship,OOCL GUANGZHOU,HK
477737800,Cargo - Hazard A (Major),Container Ship,MAERSK GUAYAQUIL,HK
477737700,Cargo - Hazard A (Major),Container Ship,MAERSK GUATEMALA,HK
477736700,Cargo,General Cargo,COSCO SHIPPING GRACE,HK
477713800,Cargo,General Cargo,CHIPOLBROK PACIFIC,HK
477699600,Cargo,Container Ship,YOKOHAMA EXPRESS,HK
477696900,Cargo,General Cargo,COSCO SHIPPING VISION,HK
477694300,,,,
477684100,Cargo,Bulk Carrier,FENG DE HAI,HK
477669300,,,,
477664100,Cargo,Bulk Carrier,ITG UMING 3,HK
477642600,Cargo - Hazard A (Major),Container Ship,NORA MAERSK,HK
477642400,Cargo - Hazard A (Major),Container Ship,NEXOE MAERSK,HK
477639300,Cargo - Hazard A (Major),Container Ship,BERNHARD SCHULTE,HK
477636200,Cargo - Hazard A (Major),Container Ship,MAERSK GIBRALTAR,HK
477632500,Cargo,General Cargo,COSCO SHIPPING HONOR,HK
477627300,Cargo - Hazard A (Major),Container Ship,SEASPAN EMISSARY,HK
477625400,Cargo - Hazard A (Major),Container Ship,PARIS EXPRESS,HK
477624500,Cargo,Bulk Carrier,EASTERN YUCCA,HK
477607600,,,,
477595900,Cargo,Bulk Carrier,HONG YU,HK
477591100,,,,
477554000,,,,
477552900,Cargo - Hazard A (Major),Container Ship,MAERSK NAKURU,HK
477552700,Cargo - Hazard A (Major),Container Ship,MAERSK NARMADA,HK
477552100,Cargo - Hazard A (Major),Container Ship,MAERSK NUBA,HK
477547100,Cargo - Hazard D (Recognizable),Container Ship,ALTAMIRA EXPRESS,HK
477537200,Cargo - Hazard A (Major),Container Ship,DELPHIS BOTHNIA,HK
477478500,,,,
477444500,Cargo,General Cargo,SAGA FRIGG,HK
477430600,Cargo - Hazard A (Major),Container Ship,MAERSK GENOA,HK
477424600,Cargo - Hazard A (Major),Container Ship,CSCL MARS,HK
477387400,Cargo,Timber Carrier,JIN YUAN LING,HK
477332000,Tanker - Hazard B,Oil or Chemical Tanker,MARITIME ROSEMARY,HK
477319400,Cargo,General Cargo,SAGA FJORD,HK
477293500,Cargo,Bulk Carrier,COFCO 1,HK
477274400,Cargo - Hazard A (Major),Container Ship,CSCL SATURN,HK
477266800,Cargo - Hazard A (Major),Container Ship,CSCL VENUS,HK
477244300,Cargo,Bulk Carrier,IWAGI ISLAND,HK
477234800,Cargo,Container Ship,DELPHIS RIGA,HK
477231800,Tanker,Oil or Chemical Tanker,SAMC SWAN,HK
477229400,Cargo - Hazard B,Container Ship,CSCL MERCURY,HK
477229100,Tanker,Crude Oil Tanker,SEAMERIDIAN,HK
477222700,Cargo - Hazard A (Major),Container Ship,OOCL FRANCE,HK
477220100,Cargo,Container Ship,OOCL MALAYSIA,HK
477214700,Cargo - Hazard A (Major),Container Ship,OOCL EUROPE,HK
477213400,Cargo - Hazard D (Recognizable),Container Ship,CSCL JUPITER,HK
477207400,,,,
477194600,Cargo - Hazard A (Major),Container Ship,COSCO SHIPPING ANDES,HK
477172900,Cargo,Bulk Carrier,GREAT FAITH,HK
477163900,Tanker,Oil or Chemical Tanker,CARONI PLAIN,HK
477137400,Cargo,General Cargo,BALTIC HARMONY,HK
477131700,Cargo,Bulk Carrier,SHANDONG FU HUI,HK
477108100,Cargo - Hazard A (Major),Container Ship,COSCO FAITH,HK
